show_id,type,title,country,director,cast,date_added,release_year,rating,duration,listed_in,count,description
s7129,TV Show,Together,Singapore,,"Jeanette Aw, Dai Xiangyu, Elvin Ng, Eelyn Kok, Zheng Geping, Aileen Tan, Zhou Ying, Hong Hui Fang, Zhang Zhenhuan","November 1, 2017",2009,TV-14,1 Season,"International TV Shows, TV Dramas",1,"Spanning 30 years, a group of dedicated and diverse friends experiences happiness and hardship in a newly independent Singapore."
s7130,Movie,Together For Eternity,India,Sooraj R. Barjatya,"Salman Khan, Karisma Kapoor, Saif Ali Khan, Tabu, Sonali Bendre, Mohnish Bahl, Reema Lagoo, Mahesh Thakur, Neelam, Alok Nath","February 1, 2020",1999,TV-G,176 min,"Dramas, International Movies, Music & Musicals",1,"A scheming matriarch plots to cut off her disabled stepson and his wife from the family fortune, creating a division within the clan."
s7131,Movie,Toilet: Ek Prem Katha,India,Shree Narayan Singh,"Akshay Kumar, Bhumi Pednekar, Divyendu Sharma, Atul Srivastava, Anupam Kher, Ayesha Raza Mishra, Mukesh S Bhatt, Shubha Khote, Sudhir Pandey","August 21, 2018",2017,TV-14,145 min,"Comedies, Dramas, International Movies",1,"On her first day of marriage, a woman leaves her husband upon learning his home lacks a toilet, sparking a quixotic quest to acquire modern sanitation."
s7132,Movie,Tokyo Idols,"United Kingdom, Canada, Japan",Kyoko Miyake,,"October 1, 2017",2017,TV-14,89 min,"Documentaries, International Movies, Music & Musicals",1,"This documentary follows J-Pop idol Rio and her predominantly middle-aged fans, and their seemingly transactional interactions."
s7133,TV Show,Tokyo Trial,"Canada, Japan, Netherlands",,"Marcel Hensema, Paul Freeman, Irrfan Khan, Stacy Keach, Michael Ironside, Stephen McHattie, Shinya Tsukamoto","December 13, 2016",2017,TV-MA,1 Season,"International TV Shows, TV Dramas",1,"In the wake of World War II, 11 Allied judges are tasked with weighing the fates of Japanese war criminals in a tense international trial."
s7134,Movie,Toll Booth,Turkey,Tolga Karaçelik,"Büşra Pekin, Nur Aysan, Ruhi Sarı, Nergis Öztürk, Nadir Sarıbacak, Serkan Ercan, Sermet Yeşil, Enes Mazak, Zafer Diper","September 7, 2020",2010,TV-MA,98 min,"Dramas, Independent Movies, International Movies",1,"A toll booth operator's mundane life is upended when he's reassigned to a remote spot, where he finds intriguing strangers — and a new side to himself."
s7135,Movie,Tom and Jerry: The Magic Ring,,Phil Roman,"Richard Kind, Dana Hill, Anndi McAfee, Tony Jay, Rip Taylor, Henry Gibson","December 15, 2019",2001,TV-Y7,60 min,"Children & Family Movies, Comedies",1,"When a young wizard leaves Tom to guard his priceless magic ring, Jerry gets the ring stuck on his head, igniting a series of slapstick antics."
s7136,Movie,Tom Papa Live in New York City,United States,Rob Zombie,Tom Papa,"December 31, 2018",2011,TV-14,57 min,Stand-Up Comedy,1,"Comedian Tom Papa riffs on the trials of married life, fatherhood in the 21st century, domestic pets and more in his stand-up show."
s7137,Movie,Tom Papa: You're Doing Great!,United States,Gregory Jacobs,Tom Papa,"February 4, 2020",2020,TV-14,60 min,Stand-Up Comedy,1,"Comedian Tom Papa takes on body image issues, social media, pets, Staten Island, the ""old days"" and more in a special from his home state of New Jersey."
s7138,Movie,Tom Segura: Ball Hog,United States,Rami Hachache,Tom Segura,"March 24, 2020",2020,TV-MA,70 min,Stand-Up Comedy,1,"Tom Segura scores laughs with uncomfortably candid stories about mothers, fathers, following your dreams — and other things you'd rather not think about."
s7139,Movie,Tom Segura: Completely Normal,United States,Jay Chapman,Tom Segura,"July 13, 2017",2014,TV-MA,74 min,Stand-Up Comedy,1,Levelheaded stand-up Tom Segura shares offhand appraisals on hotels and opens up about his hobbies and digestive ailments in this comedy special.
s7140,Movie,Tom Segura: Disgraceful,United States,Jay Karas,Tom Segura,"January 12, 2018",2018,TV-MA,71 min,Stand-Up Comedy,1,"Tom Segura gives voice to the sordid thoughts you'd never say out loud, with blunt musings on porn, parking lot power struggles, parenthood and more."
s7141,Movie,Tom Segura: Mostly Stories,United States,Jay Karas,Tom Segura,"January 8, 2016",2016,TV-MA,74 min,Stand-Up Comedy,1,"The bearded, bawdy and comically bitter Tom Segura gets real about body piercings, the ""Area 51"" of men's bodies, and the lie he told Mike Tyson."
s7142,Movie,"Tomasz Jachimek, Jacek Stramik Laugh at Live",,,"Tomasz Jachimek, Jacek Stramik","September 19, 2016",2016,TV-MA,63 min,Stand-Up Comedy,1,"Writer, actor and satirist Tomasz Jachimek teams up with comedian Jacek Stramik for a night of subversive stand-up at Klub Hybrydy in Warsaw."
s7143,Movie,Tomorrow Never Dies,"United Kingdom, United States",Roger Spottiswoode,"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher, Joe Don Baker, Judi Dench, Ricky Jay, Götz Otto, Desmond Llewelyn, Vincent Schiavelli","December 31, 2019",1997,PG-13,119 min,Action & Adventure,1,"Pierce Brosnan stars in this 007 installment, which teams the secret agent and a sexy Chinese superspy against a megalomaniacal media mogul."
s7144,TV Show,Tomorrow with You,South Korea,,"Shin Mina, Lee Je-hoon, Kim Ye-won, Cho Han-cheul, Baek Hyeon-jin, Kang Ki-doong, Park Joo-hee, Oh Gwang-rok","October 30, 2019",2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",1,The head of a real estate firm with the ability to travel through time by taking the subway marries a photographer to try and change his future.
s7145,TV Show,Tong: Memories,South Korea,,"Lee Hak Joo, Ji-an Kim, Jae-yoon Lee, Heo Ji Won, Yang Hak Jin, Choi Yeong Min","March 1, 2017",2016,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Action & Adventure",1,A tough young man with a short temper and no patience for bullies gains a legendary reputation as the best street fighter in Busan.
s7146,Movie,Tony Parker: The Final Shot,France,Florent Bodin,Tony Parker,"January 6, 2021",2020,TV-14,99 min,"Documentaries, International Movies, Sports Movies",1,"This film examines the background and career of Tony Parker, whose determination led him to become arguably the greatest French basketball player."
s7147,Movie,Tony Robbins: I Am Not Your Guru,United States,Joe Berlinger,Tony Robbins,"July 15, 2016",2016,TV-MA,117 min,Documentaries,1,Tony Robbins' clients swear by his unorthodox life coaching methods. A revealing film goes behind the curtain at his annual mega-event.
s7148,Movie,Too Handsome to Handle,Indonesia,Sabrina Rochelle Kalangie,"Ari Irham, Nikita Willy, Calvin Jeremy, Rachel Amanda, Dimas Dinang, Tarra Budiman, Marcellino Lafrand, Iis Dahlia","December 31, 2020",2019,TV-14,106 min,"Comedies, Dramas, International Movies",1,"Wary of the effects of his good looks on others, a shut-in agrees to attend high school for the first time and meets a girl who's immune to his charm."
s7149,TV Show,Too Hot to Handle,United States,,Desiree Burch,"April 17, 2020",2020,TV-MA,1 Season,"Reality TV, Romantic TV Shows",1,"On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex."
s7150,Movie,Too Young the Hero,United States,Buzz Kulik,"Ricky Schroder, Jon DeVries, Debra Mooney, Mary-Louise Parker, Christopher Curry, Rick Warner, Tom Wood","October 1, 2011",1988,TV-MA,94 min,Dramas,1,"Twelve-year-old Calvin manages to join the navy and serves in the battle of Guadalcanal. But when his age is revealed, the boy is sent to the brig."
s7151,TV Show,Toon,Netherlands,,"Joep Vermolen, Amy van der Weerden, Loulou Hameleers, Robbert Bleij","October 18, 2019",2017,TV-MA,2 Seasons,"International TV Shows, TV Comedies",1,"Reclusive, socially awkward jingle composer Toon must navigate the nightmarish world of show biz after a viral video skyrockets him to fame."
s7152,Movie,Tootsies & The Fake,Thailand,Kittiphak Thonguam,"Araya A. Hargate, Paopetch Charoensook, Thongkanthom Thongchai, Ratthanant Janyajirawong, Pattarasaya Kreuasuwansri, Gunn Svasti Na Ayudhya, Kritsanapoom Pibulsonggram, Keetapat Pongruea","March 5, 2020",2019,TV-MA,108 min,"Comedies, International Movies, LGBTQ Movies",1,"After knocking a celebrity unconscious before a huge job, a bumbling pack of pals tries to avoid a lawsuit by replacing her with a look-alike."
s7153,TV Show,Top 10 Secrets and Mysteries,"United Kingdom, United States, Czech Republic",,,"March 15, 2019",2018,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV",1,"This series investigates mysteries that persistently elude scientific explanation, such as mythical creatures, UFOs, sacred sites and more."
s7154,TV Show,Top Boy,,,"Ashley Walters, Kane Robinson, Micheal Ward, Shone Romulus, Simbiatu Ajikawo, Lisa Dwan, David Omoregie, Jasmine Jobson, Hope Ikpoku Jr., Araloyin Oshunremi, Keiyon Cook","September 13, 2019",2019,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",1,"Two seasoned drug dealers return to the gritty streets of London, but their pursuit of money and power is threatened by a young and ruthless hustler."
s7155,TV Show,Top Grier,United States,,,"December 31, 2018",2018,TV-MA,3 Seasons,Reality TV,1,"Social media star Hayes Grier returns to North Carolina for a reality series packed with action sports, pranks and romantic escapades."
s7156,Movie,Tope: The Bait,India,Buddhadev Dasgupta,"Sudipto Chattopadhyay, Chandan Roy Sanyal, Kajal Kumari, Ananya Chatterjee, Paoli Dam, Malobika Banerjee, Pawan Kanodia","March 1, 2018",2016,TV-14,87 min,"Dramas, Independent Movies, International Movies",1,"The tales of an eccentric aristocrat, a tightrope walking nomad and a postman-turned-soothsayer unspool in this visual poem of rural life in India."
s7157,TV Show,Toradora!,Japan,,"Rie Kugimiya, Junji Majima, Yui Horie, Hirofumi Nojima, Eri Kitamura, Sayaka Ohara, Ai Nonaka, Momoko Ishikawa, Hiroyuki Yoshino, Kazuyuki Okitsu, Rie Tanaka, Yuhko Kaida, Saori Goto","August 1, 2020",2008,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",1,"Menacing in appearance but gentle at heart, Ryūji forms an unlikely friendship with Taiga, a tiny girl with a sharp tongue and a tough attitude."
s7158,Movie,Torbaaz,India,Girish Malik,"Sanjay Dutt, Nargis Fakhri, Rahul Dev, Priyanka Verma, Kuwaarjeet Chopraa, Aishan Jawaid Malik, Rahul Mittra, Gavie Chahal, Humayun Shams Khan, Babrak Akbari","December 11, 2020",2020,TV-MA,133 min,"Dramas, International Movies, Sports Movies",1,"At an Afghanistan refugee camp, an ex-army doctor seeks to bring children joy through cricket — and soon realizes that the stakes go beyond the sport."
s7159,Movie,Toro,Spain,Kike Maíllo,"Mario Casas, Luis Tosar, José Sacristán, Claudia Canal, José Manuel Poga, Ingrid García Jonsson, Luichi Macías","April 1, 2017",2016,TV-MA,106 min,"Dramas, International Movies, Thrillers",1,Ex-con Toro's brother and former partner in crime makes a desperate plea for help that may put Toro back behind bars ... if he survives at all.
s7160,Movie,Tortilla Soup,United States,Maria Ripoll,"Hector Elizondo, Jacqueline Obradors, Elizabeth Peña, Tamara Mello, Nikolai Kinski, Raquel Welch, Joel Joan, Paul Rodriguez, Constance Marie, Julio Oscar Mechoso","September 15, 2020",2001,PG-13,104 min,"Comedies, Dramas, Romantic Movies",1,Widower Martin is a restaurateur with a booming business and three headstrong daughters who leave the house to pursue their individual destinies.
s7161,TV Show,Total Drama,"Canada, United States, France",,"Clé Bennett, Christian Potenza, Scott McCord, Rachel Wilson, Drew Nelson, Stephanie Anne Mills, Novie Edwards, Megan Fahlenbock, Brian Foud, Emilie-Claire Barlow, Phillip David Lewis, Katie Crown, Sarah Gadon, Peter Oldring, Kristin Fairlie, Dan Petronijevic, Adam Greydon Reid","May 3, 2018",2015,TV-PG,5 Seasons,"Kids' TV, TV Comedies",1,"Heartwarming moments are interspersed with backstabbing, scheming, sabotage and broken alliances in this animated spoof of reality show competitions."
s7162,Movie,Total Frat Movie,United States,Warren P. Sonoda,"Justin Deeley, Alex House, Steven Yaffee, Rebecca Dalton, Ann Pirvu, Nick Bateman, Tom Green, Jamie Johnston","December 19, 2016",2016,NR,94 min,Comedies,1,"A disbanded fraternity tries to get their act together by finding new members, but beer bongs, bad grades and a demented dean stand in their way."
s7163,Movie,Total Recall,"United States, Mexico",Paul Verhoeven,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Michael Ironside, Ronny Cox, Marshall Bell, Michael Champion, Mel Johnson Jr., Roy Brocksmith, Rosemary Dunsmore","July 1, 2020",1990,R,114 min,"Action & Adventure, Sci-Fi & Fantasy",1,"After getting a memory implant, working stiff Douglas Quaid discovers he might actually be a secret agent embroiled in a violent insurrection on Mars."
s7164,Movie,Tottaa Pataaka Item Maal,India,Aditya Kripalani,"Shalini Vatsa, Chitrangada Chakraborty, Vinay Sharma, Sonal Joshi, Kritika Pande","June 25, 2019",2018,TV-MA,107 min,"Dramas, Independent Movies, International Movies",1,"Exasperated with living in perpetual fear for their safety, four women kidnap a man to show him the realities of being female in Delhi."
s7165,TV Show,Towies,,,,"December 27, 2017",2016,TV-MA,1 Season,"International TV Shows, Reality TV",1,Australia's toughest tow truck operators work to keep Queensland's streets clear of overturned semis and other automotive disasters.
s7166,TV Show,Toy Boy,Spain,,"Jesús Mosquera, Cristina Castaño, María Pedraza, José de la Torre, Carlo Costanzia, Raudel Raúl Martiato, Juanjo Almeida, José Manuel Seda, Álex Gadea, Javier Mora, Pedro Casablanc, Elisa Matilla, María Pujalte, Adelfa Calvo","February 28, 2020",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1,"After seven years in a Málaga prison, a male stripper is released pending retrial and sets out to prove his lover framed him for her husband's murder."
s7167,Movie,Tracers,United States,Daniel Benmayor,"Luciano Acuna Jr., Adam Rayner, Marie Avgeropoulos, Rafi Gavron, Taylor Lautner, Sam Medina, Amirah Vann, Johnny M. Wu, Josh Yadon, Christian Steel","October 22, 2019",2015,PG-13,94 min,Action & Adventure,1,"When a bike messenger falls into debt with organized criminals, a sexy woman draws him into her high-stakes world of parkour, teaching him new skills."
s7168,Movie,Tracy Morgan: Staying Alive,United States,Ryan Polito,Tracy Morgan,"May 16, 2017",2017,TV-MA,59 min,Stand-Up Comedy,1,"In his first special since his serious car accident, Tracy Morgan cracks jokes about life in a coma, his second marriage and his family's dark side."
s7169,Movie,Traffic Signal,India,Madhur Bhandarkar,"Kunal Khemu, Neetu Chandra, Konkona Sen Sharma, Upendra Limaye, Ranvir Shorey, Sudhir Mishra, Nassar Abdulla, Manoj Joshi","December 31, 2019",2007,TV-MA,130 min,"Dramas, Independent Movies, International Movies",1,"Four characters coexist at an urban traffic signal, where all manage to make a meager living until events threaten the source of their livelihood."
s7170,TV Show,Trailer Park Boys,Canada,,"Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth, Patrick Roach, Cory Bowles, Lucy Decoutere, Barrie Dunn, Sarah Dunsworth, Jeanna Harrison, Michael Jackson, Garry James, Tyrone Parsons, Shelley Thompson, Jonathan Torrens","March 30, 2018",2018,TV-MA,12 Seasons,"Classic & Cult TV, Crime TV Shows, International TV Shows",1,Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.
s7171,Movie,Trailer Park Boys Live at the North Pole,Canada,"Mike Smith, John Paul Tremblay, Robb Wells","Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth, Pat Roach, Jacob Rolfe, Marguerite McNeil, Doug Barron, Paul Doucette, Gareth Meagher","March 1, 2018",2014,TV-MA,89 min,Movies,1,Bubbles's plan to spread the true meaning of Christmas is dashed by Julian's wish to cash in on the holiday and Ricky's quest to meet the real Santa.
s7172,Movie,Trailer Park Boys Live In F**kin' Dublin,Canada,"Mike Smith, John Paul Tremblay, Robb Wells","Mike Smith, John Paul Tremblay, Robb Wells, Pat Roach","March 1, 2018",2014,TV-MA,81 min,Movies,1,The boys head to Ireland after winning a contest to see Rush but are arrested by immigration and must perform a community service puppet show.
